director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,imdb_score
37,504,11000,13649,1000,14000,8.4
197,43,165,391,107,0,6
335,50,14000,14504,388,15000,7.6
136,833,1000,4151,945,0,5.6
4000,8000,22000,43354,11000,21000,6.9
226,796,3000,5975,941,0,6.4
32,521,773,2916,664,0,5.1
503,1000,13000,18734,1000,11000,7
100,327,678,1729,635,0,5.7
176,460,722,3229,655,27000,6.8
133,9000,17000,38751,11000,97000,6.7
9,573,826,3004,724,0,6.2
88,975,22000,36069,9000,0,7.2
34,1000,23000,31529,4000,0,6.2
16,2000,49000,74181,22000,0,5.6
14,534,918,3500,845,0,4.4
0,355,15000,16034,491,56000,7.5
155,240,344,2054,242,0,7.1
541,897,8000,10938,912,10000,6.4
0,223,716,1843,648,5000,7.1
14000,642,16000,20201,1000,2000,5.9
61,83,649,1400,579,0,6.9
0,882,10000,12754,917,0,7.5
255,810,26000,29050,1000,0,6.3
0,159,29000,29743,165,0,6.4
29,142,638,961,160,702,5.9
17000,245,12000,13040,368,0,6.8
238,447,1000,2925,561,12000,6.3
26,535,889,3274,618,0,3.6
278,179,3000,3864,359,350,5.3
35,7000,12000,32094,10000,13000,5.9
10,826,3000,7394,2000,643,6.9
0,876,13000,16878,898,625,6.9
0,308,845,2355,552,559,6.1
0,239,330,1073,239,290,5.7
0,3000,11000,25313,10000,19000,8.5
8,472,839,2961,730,0,6.3
65,320,975,2223,345,0,7.3
34,24,10000,10910,877,0,6.3
521,184,11000,12518,920,0,7.2
0,874,18000,20952,984,64000,7.3
43,177,244,1008,202,0,6.3
0,670,13000,15082,1000,149000,8.1
96,442,12000,13811,495,0,6.9
155,125,687,1440,151,0,6.3
40,617,2000,4045,702,0,7.3
176,322,783,2097,370,62000,5.5
0,816,26000,40312,12000,28000,6.1
188,482,848,3439,808,0,6.9
252,90,539,813,151,0,7.2
221,781,12000,26760,11000,0,6.4
6,1000,3000,7872,1000,0,6.4
487,802,15000,19046,1000,0,8.3
101,780,18000,20966,946,0,7.2
23,281,17000,18322,359,32000,6.8
12,946,11000,17560,3000,0,6.5
132,1000,33000,54877,18000,0,7.8
323,495,826,2575,692,0,7.6
304,898,15000,20035,1000,41000,7.2
43,936,989,4730,939,0,6.7
188,436,1000,3696,1000,5000,6.8
176,460,531,2203,461,0,6.3
0,529,11000,13645,995,0,6.2
37,452,944,3143,893,0,6.2
21000,360,11000,22678,11000,39000,8.6
662,107,2000,2639,433,22000,8
47,217,19000,20097,542,0,7
16000,262,616,1942,541,12000,8
16000,567,16000,28830,11000,14000,8.1
11000,636,22000,24333,979,0,6.7
415,545,33000,34495,638,57000,7.9
98,71,2000,2978,805,0,6.1
23,635,1000,4516,1000,0,4.2
0,786,971,4527,844,181,6.1
0,252,769,1936,713,883,6.6
380,918,12000,26388,11000,11000,7.5
655,940,24000,35209,10000,19000,7.4
729,322,442,1556,344,0,7.2
129,7,303,337,18,81000,6.9
0,502,23000,37387,13000,75000,7.4
129,560,979,2911,891,602,5.4
108,204,405,1185,368,5000,6.8
64,329,11000,19420,7000,0,6.3
89,344,15000,16758,975,0,7.2
309,482,1000,2740,654,0,6.9
5,966,2000,6930,1000,0,6
0,545,970,2860,631,0,5.9
56,545,11000,13794,826,0,5.4
65,246,506,1266,316,0,5.9
56,533,3000,6742,2000,0,6.1
11000,183,617,1289,204,78000,7.7
7,691,14000,18795,3000,0,5.8
47,877,40000,43453,1000,13000,7.6
43,362,18000,19815,652,0,6.1
0,643,12000,14710,664,0,5.4
13,837,1000,3679,889,1000,5.1
88,348,3000,4767,459,1000,6.4
46,433,1000,2943,439,0,6.3
9,100,567,1145,269,0,7.5
98,37,18000,18726,631,20000,7.1
7,521,984,2910,934,771,5.2
456,286,19000,20499,1000,12000,7.8
56,22,898,1026,60,13000,6.5
0,237,939,1748,255,0,6.6
101,760,971,6137,860,13000,5.1
13000,973,40000,60683,16000,0,7.4
0,543,696,2577,663,0,7.2
777,219,455,1467,221,59000,7.6
845,424,15000,16881,1000,44000,7.5
0,828,2000,5642,1000,11000,6.6
43,1000,11000,15327,2000,34000,7.2
23,1000,3000,9638,3000,0,7.6
209,357,2000,4059,594,16000,6.2
134,64,585,1165,495,0,5.6
395,77,8000,8362,189,13000,7.6
171,63,430,814,72,0,6.6
246,751,26000,29551,821,66000,7
82,362,869,3854,759,0,2.7
102,497,22000,23866,581,0,7.6
343,384,581,2373,571,0,6.6
0,413,13000,15308,854,0,6.9
456,21,157,257,33,38000,6.8
40,342,663,2266,349,1000,3.7
15000,392,15000,16827,839,0,6.1
108,534,17000,20051,2000,39000,5.9
3,439,1000,3797,712,0,6.7
21,581,12000,15811,2000,0,6.9
39,506,1000,3664,611,304,5.5
30,265,940,1594,271,13000,7.1
0,273,17000,18469,681,29000,7.1
57,438,1000,3239,530,0,5.9
15,69,759,1002,73,0,7.3
14,244,577,1653,291,1000,3.4
631,95,631,1023,199,0,6.8
150,400,521,2060,491,11000,6.9
73,433,11000,12785,882,592,7
32,650,18000,20772,723,0,5.5
425,560,973,2737,776,1000,5.1
301,897,2000,5697,1000,18000,6.2
24,653,2000,3892,942,11000,5.9
34,642,1000,4369,681,484,5.2
89,372,2000,3479,401,11000,6.2
30,635,1000,4462,962,491,5.5
549,343,10000,11799,796,27000,7.4
110,277,14000,15271,829,0,4.4
25,431,954,3148,739,999,6.3
845,488,978,3072,968,629,6.1
114,537,4000,6152,561,204,5.3
11,762,19000,22554,953,0,5.4
380,2000,15000,31278,11000,24000,6.7
50,494,14000,16722,975,0,5.9
51,874,10000,20563,9000,0,7.3
41,900,13000,18085,2000,462,5.5
165,559,900,2222,686,12000,5.8
8,322,1000,3000,692,0,4.6
149,798,1000,5101,807,0,6.7
2,258,849,2178,787,0,5.1
0,130,372,977,206,625,5.6
118,40,489,679,93,0,7
44,133,596,1393,343,23000,6.4
0,855,23000,27829,909,0,6.7
38,362,811,2497,586,858,4.1
277,210,21000,22006,767,654,5.5
70,99,473,1100,315,0,2.7
419,165,971,1643,236,24000,6.4
6,353,22000,23352,829,387,4.8
3,120,448,842,143,0,6.1
6,843,1000,5393,857,0,4.8
529,83,11000,11519,329,0,7
0,645,10000,11769,785,19000,6.8
12,329,891,1873,460,0,7.3
65,681,3000,5706,697,0,5.6
29,91,779,1297,240,0,6.1
380,2000,18000,32930,11000,0,7.9
0,642,22000,24719,683,12000,8.4
76,174,3000,4253,678,0,6.5
53,548,14000,16252,871,0,7.1
277,345,2000,2759,378,287,6.6
9,826,17000,21519,2000,353,4
108,135,876,1518,142,0,7
45,107,489,949,181,445,5.6
23,748,826,4473,816,0,4.8
181,820,11000,22516,10000,0,7.5
0,187,974,1887,643,0,6
2,55,295,545,71,0,7.2
165,700,26000,29773,947,0,5.6
395,313,18000,19620,1000,21000,6.8
7,480,1000,3095,898,885,4.9
55,11,113,143,11,0,7.1
18,432,922,2725,919,0,2
61,520,963,2806,903,6000,5.7
0,21,114,229,35,161,4.1
59,24,1000,1831,794,447,6.7
5,365,11000,15795,4000,13000,7.5
0,751,10000,13159,1000,40000,6.5
446,154,523,1383,405,11000,7.9
0,754,955,5404,869,0,6.4
12,373,1000,2056,409,0,5.8
2000,1000,2000,6161,1000,0,7.7
0,89,504,810,147,3000,7.1
71,584,2000,4169,719,201,5.3
265,265,22000,23562,779,0,5.3
0,400,18000,18855,427,0,7.5
759,933,11000,17873,1000,209,6.9
64,363,1000,2567,857,0,4.9
11,566,1000,5085,948,0,7.1
63,631,49000,52970,2000,0,8
473,303,559,2702,427,76000,7.9
14000,237,11000,11898,429,0,7.6
5,368,971,3438,503,418,5.9
93,878,11000,17109,2000,0,6.3
350,83,11000,11534,183,0,7.1
0,876,40000,46186,4000,0,6.4
323,541,25000,40585,13000,25000,8.2
136,526,833,3400,543,0,6.9
285,767,33000,57308,23000,99000,7.8
0,210,579,1500,489,0,6.7
149,250,639,1845,617,0,7.5
0,1000,3000,10438,2000,7000,7.4
163,968,11000,17533,2000,0,5.2
21,47,173,386,59,0,6.5
0,327,13000,14609,1000,0,7.6
446,660,1000,3969,872,11000,7.3
226,966,22000,35694,11000,27000,6.6
46,244,844,2118,402,2000,6.8
23,6,11,37,9,12000,6.9
0,186,664,2010,655,0,5.8
0,8000,14000,34565,10000,0,6.6
529,325,576,1554,447,23000,6.7
197,115,580,1275,336,16000,6.7
96,559,943,3497,763,0,6.3
905,385,553,2357,488,36000,7.7
181,459,731,1987,579,0,6.1
71,1000,18000,23344,1000,0,4.9
44,3000,35000,47677,7000,12000,6.2
456,241,422,1083,286,17000,7.8
0,521,11000,13877,759,34000,8.2
105,902,14000,16125,1000,0,6.9
368,114,933,1286,194,10000,6.2
115,97,3000,3681,327,0,6.9
710,258,497,1805,347,209,4.8
80,585,806,3211,591,0,5.3
116,385,738,2171,428,913,6.7
32,453,1000,3436,626,0,5.4
23,899,1000,5535,937,517,5.4
0,900,26000,28867,1000,0,4.9
234,660,1000,3944,962,0,6.1
23,845,2000,4710,860,73000,5.8
17000,0,2,4,2,0,7
53,87,480,858,261,0,6.5
65,405,17000,19168,927,36000,6.6
13,278,10000,11669,1000,0,6.1
11,561,23000,25387,727,0,5.7
46,293,594,1898,303,0,6.6
0,529,11000,12874,985,0,7
415,228,673,1775,489,15000,7.4
92,436,940,3565,706,464,5.3
767,162,358,1334,223,845,7.4
14,78,386,646,99,0,7.4
151,11000,24000,50950,15000,0,6.8
120,664,12000,16230,1000,0,7.2
144,477,1000,3845,482,0,6
4000,591,19000,32921,13000,65000,7.8
39,685,11000,14322,956,0,6.6
644,326,1000,2566,809,14000,7.9
43,523,953,3525,713,894,6.2
650,715,1000,3389,773,0,5.7
129,3,66,74,5,0,7.1
49,429,1000,3313,888,2000,5.6
118,1000,13000,26451,11000,10000,7.8
133,820,2000,6341,826,0,7.9
776,358,898,2452,584,15000,6.9
249,271,523,1560,312,21000,7.4
295,531,3000,4696,882,14000,7.7
10,844,3000,6420,2000,0,6.9
181,137,303,960,146,0,6.7
0,324,11000,11969,597,315,6
22,355,14000,15790,716,0,6.2
54,398,748,1721,489,817,5.9
43,460,1000,2495,506,0,6.8
0,640,2000,4311,734,0,3.6
0,638,8000,10894,698,0,6.7
31,57,783,1044,132,0,6.3
541,638,22000,46022,22000,0,6.4
212,749,1000,4186,968,2000,6.4
272,17000,22000,71973,18000,845,5.7
278,387,844,3286,766,188,6.2
0,3,5,24,4,359,6.6
41,328,567,2954,402,0,5.2
70,512,2000,3984,528,0,6.1
0,218,7000,8341,966,0,7.1
108,239,1000,1690,264,0,7.2
71,313,14000,15428,439,15000,6.5
425,344,743,2403,394,0,6
234,919,11000,15590,989,0,7
72,343,1000,2747,794,0,7
0,648,3000,5458,693,0,7.5
541,442,8000,10493,1000,0,6.6
0,14,385,669,232,0,7.4
0,178,332,1090,285,0,6.5
160,392,748,3172,439,0,6.2
0,577,1000,3066,596,16000,7.8
124,534,2000,3889,850,0,5.2
0,385,12000,13573,412,43000,6.5
80,2000,19000,28493,3000,736,6.5
906,528,2000,3917,587,874,5.2
759,67,826,1154,130,0,7.2
260,3000,20000,42473,15000,10000,7.1
8,588,1000,3742,934,167,4.5
0,307,22000,23456,988,20000,5.7
49,155,11000,11662,216,3000,6
160,427,771,2356,570,35000,6.4
80,509,826,2466,590,260,5.2
5,535,1000,2960,691,319,4.3
30,223,1000,2228,854,145,6.1
2,512,642,2170,638,0,6.3
11000,277,11000,12534,893,826,6.8
737,816,15000,19068,980,0,4
0,26,442,616,95,504,5.2
763,523,16000,17847,543,11000,6.5
353,151,883,1565,430,0,7.5
0,113,260,705,252,13000,7.1
0,711,49000,52201,1000,0,6.9
272,628,10000,12285,898,12000,8
16000,198,16000,17347,601,28000,8.2
0,655,2000,4264,826,0,6.4
180,485,14000,16461,816,29000,7.9
97,437,775,3197,523,19000,6.7
81,164,970,2551,854,0,6.1
14000,212,14000,15233,795,41000,8.9
150,2000,15000,23227,3000,75000,8.1
386,203,19000,36337,17000,11000,6.2
67,596,4000,7800,2000,567,4.9
0,48,1000,1166,65,0,5.4
31,662,918,4692,782,3000,5.8
187,127,554,1041,213,488,4.7
8,179,770,2251,677,425,6
198,387,2000,3958,1000,0,7
34,445,642,2501,533,0,6
0,188,22000,22767,371,0,7.9
1000,883,2000,4738,939,21000,8.1
167,460,655,2394,521,0,6.2
11,887,14000,16999,1000,0,6.7
529,163,541,1323,399,18000,7.3
0,643,934,3500,655,660,4.6
99,433,3000,5740,448,0,6.1
425,766,20000,22739,962,24000,6.2
170,472,2000,4453,722,11000,7.8
43,775,5000,9082,848,0,6.1
503,108,264,673,139,7000,7.6
70,318,440,2420,346,0,5.8
96,204,713,1852,220,29000,6.5
47,3000,14000,28071,11000,6000,7.2
395,2000,40000,58823,14000,0,7.8
0,400,975,3202,521,0,4.7
248,726,14000,16606,798,32000,6.8
21,317,22000,23328,812,0,5.9
285,7000,640000,656730,8000,0,7.2
17000,635,22000,24783,854,25000,8.7
91,434,1000,3037,934,542,5
52,579,14000,17278,2000,0,6.6
0,638,14000,16464,670,19000,8.3
176,468,742,2457,658,0,6.7
973,400,1000,2451,643,0,7.8
175,733,24000,26625,736,0,6.5
420,585,695,2530,635,666,6.1
0,104,272,533,111,16000,8.1
0,503,1000,2908,535,187,5.2
0,362,971,3017,503,329,5.6
92,466,744,3001,489,0,5.8
42,917,2000,6862,953,0,6.6
20,872,5000,7945,888,0,6.6
29,816,15000,18789,852,0,5.5
23,485,1000,3535,619,671,5.5
44,367,4000,6393,774,10000,7
176,10000,12000,36064,11000,58000,6.5
29,742,14000,16400,1000,0,5.8
108,177,296,1340,270,0,5.6
7,440,1000,2822,562,0,5.6
43,432,5000,6867,618,1000,5.8
335,530,11000,12624,577,0,7.6
99,960,17000,20109,1000,0,6.4
68,100,328,794,132,0,6.3
27,522,601,2730,543,686,4.6
0,745,15000,18442,960,0,6.5
59,403,49000,50927,702,18000,7.5
159,240,288,1006,249,0,7.5
31,71,285,667,81,0,5.3
130,288,469,1548,377,0,7.5
14,199,1000,2176,401,0,3.3
234,370,904,3850,555,0,5.7
82,571,756,4378,713,657,3.5
0,461,11000,13495,745,108000,9.3
23,162,460,1315,442,387,4.8
101,743,13000,16937,852,3000,6.9
81,81,3000,3784,571,0,6
53,8000,19000,39690,11000,30000,7.3
3,28,90,235,89,901,6
13,165,618,1095,172,0,6.6
452,141,20000,21195,732,15000,7.5
0,3000,18000,37315,14000,0,6.9
19,977,40000,52122,10000,0,6.8
529,690,17000,19945,861,14000,6.3
41,619,11000,12841,673,0,6.4
24,155,3000,3744,441,10000,5.6
5,874,26000,33565,5000,0,6.3
0,98,11000,11994,876,0,7.3
17,360,13000,14180,634,0,6.6
70,223,462,1855,444,564,4.6
176,825,931,4431,839,498,5.1
21,418,967,3067,767,377,5.6
48,376,940,2465,595,246,5.3
0,58,577,1217,464,0,7.5
219,258,902,2466,837,0,5.6
27,49,960,1749,664,0,5.9
154,347,774,2498,692,378,4.7
0,255,798,2537,374,0,4.8
42,111,355,911,155,0,6.8
17,218,900,1634,246,503,5.4
54,455,985,3065,637,215,5.1
241,151,27000,27659,154,43000,7
82,432,874,2062,434,0,6.7
160,852,963,4952,936,0,4
317,70,876,1282,219,0,7.3
425,148,3000,3757,466,14000,6.8
365,141,338,1008,246,0,6.1
0,939,18000,21163,1000,0,7
308,872,13000,16651,947,5000,7.1
36,399,562,2230,499,0,6.9
0,52,400,896,223,19000,7.3
8,8,172,210,20,853,6.3
149,581,27000,29692,798,77000,8.2
277,8000,25000,48482,14000,0,7.1
33,251,854,2107,702,0,7.7
108,2000,23000,43560,17000,982,6.5
79,956,16000,28987,11000,261,4.9
57,92,181,582,151,0,6.4
30,309,941,2348,459,17000,5.9
121,354,3000,5023,624,491,6.2
37,268,10000,11431,826,7000,5.8
529,174,442,1134,252,348,6.7
22,120,174,583,132,0,5.9
214,3000,10000,23566,9000,32000,7.3
71,42,433,611,54,739,4.8
32,324,843,2165,593,206,4.1
6,248,849,2413,841,295,4.9
79,50,12000,12574,506,11000,7.9
160,490,852,2603,521,4000,5.6
54,919,6000,9662,923,0,5.2
2,807,927,4990,912,83,4.1
353,18,45,142,30,0,6.6
892,492,783,2930,595,937,2.9
2000,132,14000,25143,11000,21000,7.2
460,490,14000,16090,1000,507,6.5
80,31,473,539,31,0,6.8
162,745,2000,4351,878,942,7.2
0,240,962,1591,266,0,6.8
911,232,5000,5954,234,31000,7.8
0,407,12000,13809,463,6000,6.7
4,602,783,3874,749,0,6.1
0,92,541,890,173,0,7.1
138,416,908,3204,581,636,5.7
0,0,44,53,9,90,2.9
0,7,21,48,15,200,5.2
0,1000,13000,27797,11000,24000,5.3
9,520,1000,3287,870,0,6.2
27,87,279,705,128,690,7.3
3,55,79,285,68,0,6.5
535,399,668,2204,535,437,4.1
350,418,18000,35501,17000,0,7.7
179,4000,17000,33747,10000,27000,6.1
12000,643,12000,15449,664,0,7.3
13000,461,13000,15111,683,0,7.2
19,848,1000,3962,897,37000,5.3
0,221,865,2321,851,0,6.1
149,439,20000,21414,617,0,5.8
167,676,966,4830,807,3000,5.7
36,900,13000,17582,2000,0,6.7
71,304,967,1962,455,0,6.5
480,497,8000,10325,909,0,7.2
0,161,12000,12947,443,12000,7.6
41,970,45000,49847,1000,891,4.6
597,597,893,3946,854,0,6.9
0,92,218,638,216,0,6.6
119,265,11000,12254,592,455,6.3
293,939,18000,32474,12000,15000,6.2
269,384,1000,2557,489,204,5.3
446,898,11000,13433,1000,0,7.3
126,886,2000,4681,989,876,5.6
25,611,1000,3243,670,619,6.2
0,227,738,1458,295,0,5.2
48,940,1000,4971,957,650,5.3
41,197,512,1523,481,153,5.4
41,847,2000,5470,1000,0,4.9
192,847,3000,5737,859,13000,5.5
18000,286,18000,23689,5000,0,6.7
9,254,23000,24436,284,839,3.9
18,73,742,1088,83,408,7.2
6,382,22000,23769,670,181,5.1
88,706,12000,14699,854,12000,6.5
6000,422,23000,24263,713,13000,8.2
181,11,15000,28011,13000,26000,7.7
0,84,6000,7122,918,0,7.2
153,427,11000,13823,1000,0,6.1
883,441,11000,12643,504,17000,8.8
0,244,10000,11013,345,0,6.8
119,144,3000,3847,348,0,6.8
70,591,1000,3345,847,0,6.7
0,1000,33000,57077,22000,22000,7.1
123,787,14000,16196,991,5000,7.1
956,99,20000,20798,551,0,6.1
0,105,19000,19359,128,148000,8
452,141,20000,21195,732,15000,7.5
131,62,23000,23242,81,0,6.6
3,88,2000,2450,228,0,5.4
61,407,20000,22040,797,638,6.1
3,120,448,829,143,0,6.1
12,249,327,1509,281,153,5.6
0,947,17000,31187,13000,0,5.8
114,434,912,2355,535,0,2.8
4,11000,29000,63194,22000,1000,6.7
258,424,721,2453,463,376,5.1
277,57,327,672,261,0,7.2
23,982,1000,3671,1000,0,6
549,883,11000,24248,9000,0,7.2
105,64,527,735,86,0,6.7
78,720,2000,4142,1000,0,6.3
350,30,201,365,123,0,6.2
300,73,805,1618,539,767,6.2
3,107,556,1059,155,765,6.9
101,23,129,214,25,11000,6.8
0,542,1000,2936,605,13000,7.1
0,234,523,1795,468,18000,7.1
109,71,2000,3100,956,0,7
101,743,931,4664,852,0,7.1
11,595,901,2790,775,0,6.4
102,1000,2000,6657,1000,0,7
99,835,12000,15170,941,0,6.2
16000,86,16000,27237,11000,0,7.5
42,182,436,1203,241,1000,4.8
0,249,545,1943,429,12000,8.1
529,171,820,1484,201,55000,7.3
34,287,649,1725,327,0,5.8
24,506,967,3152,912,15000,7.6
25,55,329,775,134,15000,5.6
235,105,955,1777,593,0,7
101,218,896,2019,561,0,6.6
0,690,13000,16031,734,0,6.5
0,266,12000,13619,1000,2000,7.4
2,137,591,1729,489,887,4.6
31,110,390,1006,311,0,6.4
118,287,11000,12876,1000,11000,6
24,100,150,540,104,0,6.4
221,110,240,664,226,739,5.9
42,517,975,3153,569,0,6.4
0,854,978,5386,911,0,6.6
0,898,8000,11632,1000,0,6.9
0,3000,19000,34838,12000,0,6.9
12,595,962,4239,844,804,5.8
1000,1000,19000,38494,17000,23000,6.4
4,83,3000,3769,486,0,5.3
39,798,26000,39989,11000,15000,6.5
34,368,554,2216,439,0,5.7
737,678,6000,8094,718,0,6.7
87,691,1000,3148,826,716,3.9
53,576,2000,4221,595,158,4.1
688,42,638,788,50,104,6.2
37,795,3000,5568,968,272,3.8
11,150,805,1411,173,0,5.1
2,567,40000,42484,1000,0,6.4
719,104,2000,2590,380,0,7.8
13,140,203,773,172,11000,7.8
21,552,14000,15922,618,0,6.1
144,290,939,2453,875,687,5.8
17,231,14000,14617,257,11000,6.3
607,35,813,1011,85,0,7.7
43,827,22000,37766,14000,0,5.4
2,80,809,1651,521,815,7.3
108,120,23000,24134,820,17000,6.8
209,521,1000,3284,896,0,7.3
88,812,957,4629,821,758,6.5
89,442,12000,13576,541,0,7.2
195,0,20,30,10,0,6.7
11000,159,385,1205,223,18000,6.3
16000,216,16000,16805,281,0,5.9
406,406,893,3003,795,0,7.8
0,548,22000,24324,557,0,7.4
8,199,533,1254,219,1000,4.8
48,39,18000,18630,558,0,6.3
737,14000,34000,72115,22000,117000,7.8
98,579,2000,3994,826,10000,7.5
0,637,1000,6035,912,0,6
255,447,26000,27572,1000,0,6.8
65,149,3000,4089,427,0,6.6
52,484,711,3162,490,897,4.6
0,374,925,1997,472,7000,7.1
0,886,1000,6212,901,1000,6.1
52,347,15000,16692,1000,365,6.7
140,10000,19000,46241,14000,24000,7.1
18,186,670,1562,419,284,5.8
0,220,34000,34705,242,17000,6.7
19,842,1000,3688,883,0,5.8
0,716,1000,2990,900,6000,6.8
14000,488,11000,12906,783,16000,8.5
0,1000,3000,7860,1000,0,6.6
14000,252,559,1591,481,0,7.7
2,807,16000,19952,1000,0,4.7
12000,605,936,4121,901,0,6.4
163,338,1000,2505,409,800,5.5
438,173,12000,13184,826,40000,8.6
122,617,1000,4263,619,0,7
79,218,608,1787,362,0,7.1
82,85,813,1520,366,0,5.7
67,597,2000,4729,641,0,3.7
0,697,6000,9049,960,131000,7.5
32,563,826,3558,642,773,4.6
265,265,989,2654,830,11000,4.9
154,501,884,2287,617,0,6.9
0,487,2000,4403,931,0,7.1
545,545,1000,3816,1000,0,5.8
118,40,489,679,93,0,7
322,861,1000,6313,960,0,5.4
729,552,8000,9578,727,22000,7.3
99,165,596,1293,265,0,7.1
30,318,742,2341,360,10000,5.8
0,500,2000,4251,660,83000,8.1
30,284,962,2390,593,2000,5.7
0,721,2000,6657,907,0,4.4
13000,658,40000,42330,967,16000,7.9
17,418,11000,21852,10000,51000,7.6
0,582,982,2753,618,0,4.8
607,109,813,1196,165,0,7.8
24,851,15000,18786,1000,18000,6.7
64,729,3000,6539,869,806,2.7
2,434,1000,3402,677,302,5.8
151,852,1000,3869,1000,22000,7.5
0,384,3000,4480,455,227,5.4
19,349,526,1383,392,1000,4.1
9,107,826,1825,626,0,5.9
25,16,304,575,253,347,6.3
174,602,87000,88953,1000,20000,7
132,455,1000,2851,465,33000,6.8
82,729,926,4293,869,0,2.3
468,183,919,2024,691,0,6.9
310,77,745,1058,168,80000,8.1
119,332,1000,2382,931,0,6.1
70,464,4000,5746,884,930,5
8,232,508,1660,270,0,5.5
12,636,18000,20188,769,0,6.2
272,1000,49000,52571,2000,0,6.2
20,160,889,2110,877,4000,5.9
210,101,978,1454,191,10000,6.3
16,399,565,1735,441,0,6.7
82,354,759,2898,401,16000,3.5
0,51,11000,11248,119,0,7.5
189,949,2000,4662,1000,14000,6.6
53,652,22000,33903,11000,0,7.5
406,406,860,2609,523,0,7.2
34,322,383,1945,333,16000,4.8
36,631,10000,12338,1000,0,6.6
92,636,31000,34319,881,13000,3.5
32,417,16000,17775,756,0,6.7
835,755,11000,13189,896,10000,7.6
58,47,141,389,76,21000,6.3
17,78,534,1083,385,0,5.5
12,587,786,2462,651,21000,6.3
39,254,13000,14275,481,0,6.5
29,429,812,3292,533,0,5.6
108,22,1000,1136,100,0,6.9
350,619,1000,3141,960,10000,7.6
2,270,741,1834,297,0,3.9
154,497,1000,3174,816,613,6.1
79,287,26000,27755,811,0,7.3
1000,1000,14000,19364,4000,52000,8.3
99,518,2000,4813,938,0,5.8
453,2000,18000,33878,11000,0,6.8
1000,24,177,278,55,49000,7
26,650,720,3327,669,590,5.9
35,16,125,189,37,0,6.5
14,756,2000,5707,934,0,6.4
15,350,3000,4257,775,6000,5.8
19,806,1000,3590,934,0,5.1
23,748,25000,45841,19000,0,6.8
0,518,681,2486,611,0,5.3
212,637,960,3261,917,3000,5.3
31,733,12000,14903,804,0,6.4
0,470,87000,88422,570,431,4.9
835,458,1000,3598,967,1000,6.8
24,374,646,1780,441,0,7.1
0,107,10000,10507,311,0,6.8
0,877,2000,5123,1000,0,6.1
13000,285,606,1885,332,18000,8.5
41,490,1000,3301,500,0,5.9
19,942,15000,18760,989,0,6.3
0,949,995,4039,975,681,5.9
15,281,691,1761,374,501,5.4
503,83,2000,2251,92,0,7
160,271,1000,1816,367,0,6.9
57,905,11000,17050,3000,0,7.5
0,826,17000,18752,882,76000,8.2
480,579,970,4374,931,484,5.9
83,206,991,2173,494,25000,5
0,844,16000,23296,4000,12000,7.3
0,253,304,861,286,264,6.4
0,801,21000,25263,1000,0,6.6
0,59,264,537,62,0,7.8
0,939,3000,8189,968,422,4
395,161,283,904,206,0,7.6
0,430,6000,7567,979,0,7.7
2,472,787,2915,555,269,5.8
308,10000,17000,44061,12000,19000,5.2
13,499,651,2698,555,401,5.6
143,153,302,1189,216,1000,5.3
909,173,1000,2327,909,10000,7.4
126,202,940,1934,208,1000,6.6
53,233,8000,9941,963,0,6.2
82,329,869,2857,624,0,1.9
190,163,137000,137712,459,0,5.7
36,507,13000,15183,828,0,6.6
20,783,11000,15713,904,0,6
4,80,788,1414,447,10000,6.1
272,62,1000,1189,87,713,4.8
83,926,26000,30541,968,0,6.2
11000,967,1000,4302,979,979,7.5
6,85,541,908,249,0,6.3
176,83,3000,3431,268,983,7.1
563,385,12000,13156,442,0,6.6
394,565,922,2880,855,977,6.1
192,31,346,500,41,0,6.7
212,347,969,2799,794,0,5.6
198,884,17000,20258,1000,25000,7.2
18,181,400,1151,220,444,4.3
1000,270,734,1778,563,0,6.4
350,99,5000,5637,378,0,7.1
214,968,14000,27214,12000,0,6.3
11000,223,11000,11867,474,0,7.4
4,677,2000,4843,1000,311,6.1
53,580,14000,16926,1000,25000,6.6
277,383,22000,24887,2000,855,6
11000,2,1000,1614,612,0,6.8
0,548,22000,24324,557,0,7.4
0,725,856,3309,742,0,6.8
52,148,22000,23409,1000,10000,7.2
84,177,650,1343,384,0,1.9
10,69,688,1019,99,676,5.5
10,436,716,2700,537,233,4.5
54,463,786,2730,567,924,6.3
189,388,683,2172,641,548,7
0,175,204,707,178,18000,6.7
3,593,787,2185,690,346,2.8
9,826,997,3177,941,0,5
119,633,885,2907,816,797,4.3
0,99,2000,2848,749,48000,5.6
17,86,669,1267,429,0,6.2
29,522,1000,4218,794,847,5.3
608,149,1000,1690,452,608,7.4
38,975,1000,5705,1000,15000,7.4
0,691,13000,23755,10000,36000,6.5
0,407,21000,39507,18000,0,7.1
150,956,18000,21200,1000,13000,7.2
892,81,310,838,294,1000,2.3
650,181,690,1573,224,1000,6.4
143,430,829,2295,681,0,6.1
78,745,1000,3979,969,0,7
329,544,1000,3493,912,971,6.5
18,9,20,64,18,0,7
162,228,23000,36398,13000,0,7
19,619,15000,30134,13000,0,4.9
0,446,975,3014,877,0,6.9
0,631,22000,24732,1000,13000,7.5
6000,745,893,2710,851,11000,8.4
22,413,572,1776,548,235,6.9
42,161,801,1462,174,1000,4.5
214,430,1000,2129,509,0,7.4
